Date,Open,High,Low,Close,Volume,Adj Close
2013-09-27,2.88,2.88,2.88,2.88,2600,2.88
2013-09-26,2.69,2.69,2.69,2.69,300,2.69
2013-09-25,2.69,2.69,2.69,2.69,000,2.69
2013-09-24,2.69,2.69,2.69,2.69,000,2.69
2013-09-23,2.55,2.55,2.55,2.55,2000,2.55
2013-09-20,2.69,2.69,2.69,2.69,000,2.69
2013-09-19,2.69,2.69,2.69,2.69,200,2.69
2013-09-18,2.61,2.61,2.61,2.61,000,2.61
2013-09-17,2.61,2.61,2.61,2.61,000,2.61
2013-09-16,2.70,2.70,2.70,2.70,000,2.70
2013-09-13,2.70,2.70,2.70,2.70,000,2.70
2013-09-12,2.70,2.70,2.70,2.70,000,2.70
2013-09-11,2.70,2.70,2.70,2.70,000,2.70
2013-09-10,2.70,2.70,2.70,2.70,000,2.70
2013-09-09,2.70,2.70,2.70,2.70,000,2.70
2013-09-06,2.70,2.70,2.70,2.70,100,2.70
2013-09-05,2.70,2.70,2.70,2.70,000,2.70
2013-09-04,2.73,2.73,2.73,2.73,000,2.73
2013-09-03,2.73,2.73,2.73,2.73,000,2.73
2013-09-02,2.73,2.73,2.73,2.73,000,2.73
2013-08-30,2.73,2.73,2.73,2.73,000,2.73
2013-08-29,2.73,2.73,2.73,2.73,000,2.73
2013-08-28,2.73,2.73,2.73,2.73,000,2.73
2013-08-27,2.73,2.73,2.73,2.73,600,2.73
2013-08-26,2.72,2.72,2.72,2.72,000,2.72
2013-08-23,2.72,2.72,2.72,2.72,000,2.72
2013-08-22,2.72,2.72,2.72,2.72,000,2.72
2013-08-21,2.72,2.72,2.72,2.72,600,2.72
2013-08-20,2.69,2.69,2.69,2.69,000,2.69
2013-08-19,2.69,2.69,2.69,2.69,000,2.69
2013-08-16,2.69,2.69,2.69,2.69,500,2.69
2013-08-15,2.46,2.46,2.46,2.46,000,2.46
2013-08-14,2.46,2.46,2.46,2.46,000,2.46
2013-08-13,2.46,2.46,2.46,2.46,000,2.46
2013-08-12,2.46,2.46,2.46,2.46,500,2.46
2013-08-09,2.46,2.46,2.46,2.46,000,2.46
2013-08-08,2.67,2.67,2.67,2.67,000,2.67
2013-08-07,2.67,2.67,2.67,2.67,000,2.67
2013-08-06,2.67,2.67,2.67,2.67,000,2.67
2013-08-05,2.67,2.67,2.67,2.67,500,2.67
2013-08-02,2.70,2.70,2.70,2.70,000,2.70
2013-08-01,2.70,2.70,2.70,2.70,000,2.70
2013-07-31,2.70,2.70,2.70,2.70,000,2.70
2013-07-30,2.70,2.70,2.70,2.70,000,2.70
2013-07-29,2.70,2.70,2.70,2.70,000,2.70
2013-07-26,2.70,2.70,2.70,2.70,000,2.70
2013-07-25,2.70,2.70,2.70,2.70,000,2.70
2013-07-24,2.70,2.70,2.70,2.70,000,2.70
2013-07-23,2.70,2.70,2.70,2.70,000,2.70
2013-07-22,2.70,2.70,2.70,2.70,000,2.70
2013-07-19,2.70,2.70,2.70,2.70,000,2.70
2013-07-18,2.70,2.70,2.70,2.70,200,2.70
2013-07-17,2.52,2.52,2.52,2.52,000,2.52
2013-07-16,2.52,2.52,2.52,2.52,000,2.52
2013-07-15,2.52,2.52,2.52,2.52,000,2.52
2013-07-12,2.52,2.52,2.52,2.52,000,2.52
2013-07-11,2.52,2.52,2.52,2.52,000,2.52
2013-07-10,2.52,2.52,2.52,2.52,000,2.52
2013-07-09,2.52,2.52,2.52,2.52,000,2.52
2013-07-08,2.52,2.52,2.52,2.52,000,2.52
2013-07-05,2.52,2.52,2.52,2.52,000,2.52
2013-07-04,2.52,2.52,2.52,2.52,000,2.52
2013-07-03,2.52,2.52,2.52,2.52,000,2.52
2013-07-02,2.80,2.80,2.80,2.80,000,2.80
2013-07-01,2.80,2.80,2.80,2.80,200,2.80
2013-06-28,2.55,2.55,2.55,2.55,000,2.55
2013-06-27,2.55,2.55,2.55,2.55,000,2.55
2013-06-26,2.55,2.55,2.55,2.55,200,2.55
2013-06-25,2.75,2.75,2.75,2.75,000,2.75
2013-06-24,2.75,2.75,2.75,2.75,000,2.75
2013-06-21,2.75,2.75,2.75,2.75,000,2.75
2013-06-20,2.75,2.75,2.75,2.75,000,2.75
2013-06-19,2.50,2.50,2.50,2.50,100,2.50
2013-06-18,2.60,2.60,2.60,2.60,200,2.60
2013-06-17,2.57,2.57,2.57,2.57,100,2.57
2013-06-14,2.57,2.57,2.57,2.57,500,2.57
2013-06-13,2.60,2.60,2.60,2.60,000,2.60
2013-06-12,2.60,2.60,2.60,2.60,000,2.60
2013-06-11,2.60,2.60,2.60,2.60,000,2.60
2013-06-10,2.60,2.60,2.60,2.60,000,2.60
2013-06-07,2.60,2.60,2.60,2.60,200,2.60
2013-06-06,2.55,2.55,2.55,2.55,200,2.55
2013-06-05,2.45,2.45,2.45,2.45,000,2.45
2013-06-04,2.25,2.25,2.25,2.25,000,2.25
2013-06-03,2.49,2.49,2.49,2.49,000,2.49
2013-05-31,2.49,2.49,2.49,2.49,000,2.49
2013-05-30,2.43,2.43,2.43,2.43,000,2.43
2013-05-29,2.43,2.43,2.43,2.43,000,2.43
2013-05-28,2.43,2.43,2.43,2.43,000,2.43
2013-05-27,2.43,2.43,2.43,2.43,1100,2.43
2013-05-24,2.64,2.64,2.64,2.64,000,2.64
2013-05-23,2.43,2.43,2.43,2.43,700,2.43
2013-05-22,2.51,2.51,2.51,2.51,500,2.51
2013-05-21,2.64,2.64,2.64,2.64,200,2.64
2013-05-20,2.63,2.63,2.63,2.63,000,2.63
2013-05-17,2.64,2.64,2.64,2.64,000,2.64
2013-05-16,2.42,2.42,2.42,2.42,100,2.42
2013-05-15,2.52,2.52,2.52,2.52,000,2.52
2013-05-14,2.52,2.52,2.52,2.52,300,2.52
2013-05-13,2.44,2.44,2.44,2.44,1600,2.44
2013-05-10,2.64,2.64,2.64,2.64,000,2.64
2013-05-09,2.64,2.64,2.64,2.64,000,2.64
2013-05-08,2.64,2.64,2.64,2.64,000,2.64
2013-05-07,2.64,2.64,2.64,2.64,000,2.64
2013-05-06,2.64,2.64,2.64,2.64,000,2.64
2013-05-03,2.64,2.64,2.64,2.64,000,2.64
2013-05-02,2.42,2.42,2.42,2.42,600,2.42
2013-05-01,2.42,2.42,2.42,2.42,000,2.42
2013-04-30,2.42,2.42,2.42,2.42,1800,2.42
2013-04-29,2.55,2.55,2.55,2.55,200,2.55
2013-04-26,2.50,2.50,2.50,2.50,1000,2.50
2013-04-25,2.45,2.45,2.45,2.45,500,2.45
2013-04-24,2.64,2.64,2.64,2.64,000,2.64
2013-04-23,2.64,2.64,2.64,2.64,900,2.64
2013-04-22,2.64,2.64,2.64,2.64,000,2.64
2013-04-19,2.64,2.64,2.64,2.64,000,2.64
2013-04-18,2.40,2.40,2.40,2.40,1600,2.40
2013-04-17,2.64,2.64,2.64,2.64,000,2.64
2013-04-16,2.64,2.64,2.64,2.64,000,2.64
2013-04-15,2.64,2.64,2.64,2.64,000,2.64
2013-04-12,2.64,2.64,2.64,2.64,000,2.64
2013-04-11,2.64,2.64,2.64,2.64,000,2.64
2013-04-10,2.64,2.64,2.64,2.64,000,2.64
2013-04-09,2.64,2.64,2.64,2.64,000,2.64
2013-04-08,2.64,2.64,2.64,2.64,000,2.64
2013-04-05,2.64,2.64,2.64,2.64,000,2.64
2013-04-04,2.64,2.64,2.64,2.64,000,2.64
2013-04-03,2.64,2.64,2.64,2.64,400,2.64
2013-04-02,2.50,2.50,2.50,2.50,600,2.50
2013-04-01,2.64,2.64,2.64,2.64,000,2.64
2013-03-29,2.64,2.64,2.64,2.64,000,2.64
2013-03-28,2.64,2.64,2.64,2.64,000,2.64
2013-03-27,2.64,2.64,2.64,2.64,000,2.64
2013-03-26,2.64,2.64,2.64,2.64,000,2.64
2013-03-25,2.64,2.64,2.64,2.64,000,2.64
2013-03-22,2.64,2.64,2.64,2.64,000,2.64
2013-03-21,2.41,2.41,2.41,2.41,300,2.41
2013-03-20,2.64,2.64,2.64,2.64,000,2.64
2013-03-19,2.64,2.64,2.64,2.64,200,2.64
2013-03-18,2.64,2.64,2.64,2.64,500,2.64
2013-03-15,2.64,2.64,2.64,2.64,000,2.64
2013-03-14,2.64,2.64,2.64,2.64,000,2.64
2013-03-13,2.64,2.64,2.64,2.64,000,2.64
2013-03-12,2.64,2.64,2.64,2.64,000,2.64
2013-03-11,2.64,2.64,2.64,2.64,000,2.64
2013-03-08,2.64,2.64,2.64,2.64,000,2.64
2013-03-07,2.64,2.64,2.64,2.64,000,2.64
2013-03-06,2.64,2.64,2.64,2.64,000,2.64
2013-03-05,2.64,2.64,2.64,2.64,000,2.64
2013-03-04,2.64,2.64,2.64,2.64,200,2.64
2013-03-01,2.39,2.39,2.39,2.39,000,2.39
2013-02-28,2.39,2.39,2.39,2.39,000,2.39
2013-02-27,2.39,2.39,2.39,2.39,000,2.39
2013-02-26,2.38,2.38,2.38,2.38,500,2.38
2013-02-25,2.64,2.64,2.64,2.64,000,2.64
2013-02-22,2.64,2.64,2.64,2.64,000,2.64
2013-02-21,2.64,2.64,2.64,2.64,000,2.64
2013-02-20,2.41,2.41,2.41,2.41,000,2.41
2013-02-19,2.41,2.41,2.41,2.41,000,2.41
2013-02-18,2.41,2.41,2.41,2.41,500,2.41
2013-02-15,2.41,2.41,2.41,2.41,2100,2.41
2013-02-14,2.41,2.41,2.41,2.41,1500,2.41
2013-02-13,2.41,2.41,2.41,2.41,2000,2.41
2013-02-12,2.41,2.41,2.41,2.41,5500,2.41
2013-02-11,2.88,2.88,2.88,2.88,000,2.88
2013-02-08,2.88,2.88,2.88,2.88,000,2.88
2013-02-07,2.88,2.88,2.88,2.88,000,2.88
2013-02-06,2.88,2.88,2.88,2.88,000,2.88
2013-02-05,2.88,2.88,2.88,2.88,000,2.88
2013-02-04,2.88,2.88,2.88,2.88,200,2.88
2013-02-01,2.78,2.78,2.78,2.78,000,2.78
2013-01-31,2.78,2.78,2.78,2.78,000,2.78
2013-01-30,2.78,2.78,2.78,2.78,000,2.78
2013-01-29,2.78,2.78,2.78,2.78,000,2.78
2013-01-28,2.78,2.78,2.78,2.78,000,2.78
2013-01-25,2.78,2.78,2.78,2.78,000,2.78
2013-01-24,2.78,2.78,2.78,2.78,000,2.78
2013-01-23,2.78,2.78,2.78,2.78,000,2.78
2013-01-22,2.78,2.78,2.78,2.78,000,2.78
2013-01-21,2.78,2.78,2.78,2.78,300,2.78
2013-01-18,2.53,2.53,2.53,2.53,000,2.53
2013-01-17,2.53,2.53,2.53,2.53,000,2.53
2013-01-16,2.53,2.53,2.53,2.53,000,2.53
2013-01-15,2.53,2.53,2.53,2.53,300,2.53
2013-01-14,2.55,2.55,2.55,2.55,100,2.55
2013-01-11,2.70,2.70,2.70,2.70,100,2.70
